# QUICKBOOKS PREMIUM FINANCIAL EXPORT
# Export Date: 2026-05-20
# Scope: 5-Year Historical Startup PnL Ledger

Transaction_ID,Date,Category,Sub_Category,Amount,Entity,Status,Payment_Method,Notes,System_Flag
TXN-100193,2021-07-13, Legal,Contract Drafting,"$-3,768.76",Preston & Gates LLP,settled,Wire Transfer,Patent filing expense itemized,VALID
TXN-100194,2021-07-14,Legal,IP Filing Fees,-696.11,Preston & Gates LLP,PENDING,,Q1 infrastructure compute charge,VALID
TXN-100195,2021-07-15,Revenue,Ad-hoc Consulting,"$21,811.80",Initech Inc.,Reversed,ACH Transfer,,VALID
TXN-100196,16/07/2021,Revenue,Professional Services,"$2,068.17",Stark Industries Inc.,Reversed,PayPal,Patent filing expense itemized,VALID
TXN-100197,2021-07-17, Opex,Office Supplies,"$-2,078.54",Deel Payroll,Failed,Credit Card,Q1 infrastructure compute charge,VALID
TXN-100198,07/18/2021,Legal,Regulatory Compliance,-4738.03,Preston & Gates LLP,Settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100199,2021-07-19,Revenue,Enterprise License,"$5,459.07",Hooli Inc.,Processing,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-100200,2021-07-20,Legal,Retainer Fees,-2731.98,Kramer Legal Group,Settled,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-100201,2021-07-21,Opex ,Software Licenses,"$-1,280.07",Slack Technologies,Cleared,Check,Q1 infrastructure compute charge,VALID
TXN-100202,2021-07-22, Legal,IP Filing Fees,"$-1,414.61",IP Protection Bureau,Settled,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-100203,2021-07-23,Revenue,Professional Services,"$1,640.80",Initech Inc.,Processing,Wire Transfer,New employee onboarding equipment,VALID
TXN-100204,07/24/2021,Legal,IP Filing Fees,$-850.87,IP Protection Bureau,Cleared,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-100205,25/07/2021,Legal,Regulatory Compliance,"$-4,353.23",Kramer Legal Group,Failed,Wire Transfer,New employee onboarding equipment,VALID
txn_100206,NULL,Opex,Software Licenses,"$-1,516.00",OpenAI API,Failed,Check,Bi-weekly company payroll run,VALID
TXN-100207,2021-07-27, Legal,Regulatory Compliance,-1422.83,IP Protection Bureau,PENDING,Check,Monthly recurring revenue billing,VALID
TXN-100208,2021-07-28,Opex,Software Licenses,-2395.74,Ironclad Legal,Cleared,Wire Transfer,Patent filing expense itemized,VALID
TXN-100209,NULL, Legal,Retainer Fees,"$-27,845.37",Kramer Legal Group,Reversed,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-100210,2021-07-30, Payroll,Full-Time Salaries,-12281.3,Internal Payroll Processing,Reversed,,Monthly recurring revenue billing,VALID
TXN-100211,2021-07-31,Legal,Regulatory Compliance,$-443.01,IP Protection Bureau,Processing,Wire Transfer,Bi-weekly company payroll run,VALID
txn_100212,2021-08-01,Opex,Office Supplies,-1942.64,Deel Payroll,Failed,Wire Transfer,New employee onboarding equipment,VALID
TXN-100213,2021-08-02,Opex,Travel & Entertainment,-514.37,Slack Technologies,Settled,Wire Transfer,Q1 infrastructure compute charge,VALID
TXN-100214,2021-08-03,Opex,Marketing Campaigns,$-56.92,Deel Payroll,Cleared,,New employee onboarding equipment,VALID
TXN-100215,2021-08-04,Legal,IP Filing Fees,"$-1,746.68",Preston & Gates LLP,Failed,,Bi-weekly company payroll run,VALID
TXN-100216,2021-08-05,Revenue,SaaS Subscriptions,"$5,284.84",Hooli Inc.,Reversed,Check,Contract negotiation retainer fee,VALID
TXN-100217,2021-08-06,Revenue,Enterprise License,1074.67,Umbrella Corp Inc.,Failed,ACH Transfer,New employee onboarding equipment,VALID
TXN-100218,2021-08-07,Revenue ,Professional Services,14205.42,Initech Inc.,Reversed,Credit Card,New employee onboarding equipment,VALID
TXN-100219,2021-08-08,Opex,Marketing Campaigns,REFUND_PENDING,Google Suite,Reversed,PayPal,Quarterly marketing spend optimization,VALID
TXN-100220,2021-08-09,Legal,Retainer Fees,"$-1,445.97",Preston & Gates LLP,Failed,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-100221,08/10/2021,Payroll,Contractor Fees,"$-14,142.00",Internal Payroll Processing,Failed,PayPal,Q1 infrastructure compute charge,VALID
TXN-100222,2021-08-11,Payroll,Full-Time Salaries,"$-13,419.71",Internal Payroll Processing,Failed,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-100223,08/12/2021,Payroll,Full-Time Salaries,"$-11,781.51",Internal Payroll Processing,settled,,Contract negotiation retainer fee,VALID
TXN-100224,13/08/2021,Legal,Contract Drafting,-775.27,IP Protection Bureau,Reversed,PayPal,Patent filing expense itemized,VALID
TXN-100225,2021-08-14,Payroll,Health Insurance Premiums,-7455.46,Internal Payroll Processing,settled,Check,New employee onboarding equipment,VALID
TXN-100226,2021-08-15,Payroll ,Contractor Fees,"$-10,660.46",Internal Payroll Processing,Processing,Credit Card,Quarterly marketing spend optimization,VALID
TXN-100227,08/16/2021,Payroll ,Bonuses & Incentives,-14569.2,Internal Payroll Processing,PENDING,Wire Transfer,Patent filing expense itemized,VALID
TXN-100228,17/08/2021,Legal,Regulatory Compliance,"$-2,239.69",Kramer Legal Group,settled,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100229,2021-08-18,Legal,Contract Drafting,$-520.22,Kramer Legal Group,Reversed,Check,New employee onboarding equipment,VALID
TXN-100230,08/19/2021, Revenue,SaaS Subscriptions,"$13,856.47",Vehement Capital Inc.,Settled,Check,Annual team offsite travel reimbursement,VALID
TXN-100231,2021-08-20,Opex,Office Supplies,-1806.24,Slack Technologies,Settled,Check,New employee onboarding equipment,VALID
TXN-100232,2021-08-21,Opex,Software Licenses,"$-1,286.17",Google Suite,Settled,ACH Transfer,,VALID
TXN-100233,2021-08-22,Revenue,Ad-hoc Consulting,611.14,Stark Industries Inc.,Cleared,Check,Patent filing expense itemized,VALID
TXN-100234,2021-08-23, Opex,Marketing Campaigns,-1451.8,Slack Technologies,Processing,PayPal,New employee onboarding equipment,VALID
TXN-100235,2021-08-24,Opex ,Cloud Infrastructure,-6935.85,OpenAI API,Cleared,Wire Transfer,New employee onboarding equipment,VALID
TXN-100236,2021-08-25,Opex,Travel & Entertainment,-246.38,Deel Payroll,Cleared,PayPal,Patent filing expense itemized,VALID
TXN-100237,26/08/2021,Opex ,Software Licenses,-1115.74,AWS Cloud Services,Reversed,ACH Transfer,Q1 infrastructure compute charge,ERR_$$__CRITICAL!
TXN-100238,2021-08-27,Payroll,Contractor Fees,-13073.36,Internal Payroll Processing,settled,ACH Transfer,,VALID
TXN-100239,2021-08-28,Revenue ,SaaS Subscriptions,6070.37,Hooli Inc.,Processing,,Quarterly marketing spend optimization,VALID
TXN-100240,2021-08-29, Opex,Office Supplies,-1838.43,Google Suite,Reversed,,Quarterly marketing spend optimization,VALID
TXN-100241,30/08/2021,Revenue,Enterprise License,"$2,327.46",Initech Inc.,Failed,,Monthly recurring revenue billing,VALID
TXN-100242,2021-08-31, Opex,Cloud Infrastructure,$-541.34,Slack Technologies,Cleared,Wire Transfer,Patent filing expense itemized,VALID
TXN-100243,01/09/2021,Payroll ,Full-Time Salaries,"$-13,682.35",Internal Payroll Processing,Processing,Check,Q1 infrastructure compute charge,VALID
TXN-100244,2021-09-02,Revenue,Ad-hoc Consulting,8386.87,Hooli Inc.,PENDING,PayPal,Bi-weekly company payroll run,VALID
TXN-100245,2021-09-03, Revenue,Professional Services,"$8,406.64",Vehement Capital Inc.,Cleared,Wire Transfer,Quarterly marketing spend optimization,VALID
TXN-100246,2021-09-04,Payroll,Health Insurance Premiums,-13545.14,Internal Payroll Processing,settled,PayPal,Bi-weekly company payroll run,ERR_$$__CRITICAL!
TXN-100247,09/05/2021,Legal,IP Filing Fees,"$-85,197.85",Preston & Gates LLP,Failed,Credit Card,Monthly recurring revenue billing,VALID
TXN-100248,2021-09-06,Payroll,Contractor Fees,-13712.67,Internal Payroll Processing,Cleared,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-100249,09/07/2021,Revenue,Professional Services,"$92,291.25",Vehement Capital Inc.,Settled,Credit Card,Patent filing expense itemized,VALID
TXN-100250,NULL,Opex ,Software Licenses,-2402.93,Google Suite,PENDING,Wire Transfer,Quarterly marketing spend optimization,VALID
txn_100251,2021-09-09,Revenue,SaaS Subscriptions,"$11,136.62",Hooli Inc.,Failed,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100252,2021-09-10,Legal,Regulatory Compliance,"$-5,628.32",IP Protection Bureau,Cleared,Check,Q1 infrastructure compute charge,VALID
TXN-100253,2021-09-11,Legal,IP Filing Fees,$-571.03,Kramer Legal Group,Cleared,,Q1 infrastructure compute charge,VALID
TXN-100254,2021-09-12,Revenue,Professional Services,$593.48,Umbrella Corp Inc.,Failed,Credit Card,Patent filing expense itemized,VALID
TXN-100255,2021-09-13,Legal,Retainer Fees,$-403.12,Preston & Gates LLP,settled,Credit Card,Monthly recurring revenue billing,VALID
TXN-100256,2021-09-14,Legal,Regulatory Compliance,-1112.8,Preston & Gates LLP,Cleared,,Q1 infrastructure compute charge,VALID
TXN-100257,2021-09-15,Opex,Cloud Infrastructure,$-959.91,Google Suite,settled,,Quarterly marketing spend optimization,VALID
TXN-100258,2021-09-16,Revenue,Ad-hoc Consulting,"$4,011.47",Wayne Enterprises Inc.,PENDING,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100259,2021-09-17, Legal,IP Filing Fees,"$-1,962.30",IP Protection Bureau,PENDING,PayPal,Bi-weekly company payroll run,VALID
TXN-100260,2021-09-18,Legal,Regulatory Compliance,-3591.27,Kramer Legal Group,Settled,Wire Transfer,New employee onboarding equipment,VALID
   ,NULL, Revenue,Enterprise License,254.88,Wayne Enterprises Inc.,Cleared,,Q1 infrastructure compute charge,VALID
TXN-100262,2021-09-20,Revenue,Professional Services,290.32,Wayne Enterprises Inc.,settled,,Contract negotiation retainer fee,VALID
TXN-100263,2021-09-21,Revenue,Enterprise License,8746.76,Initech Inc.,Processing,ACH Transfer,New employee onboarding equipment,VALID
TXN-100264,2021-09-22,Opex,Travel & Entertainment,-689.88,Google Suite,settled,Wire Transfer,New employee onboarding equipment,VALID
TXN-100265,2021-09-23,Opex ,Travel & Entertainment,-223.83,AWS Cloud Services,Reversed,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-100266,2021-09-24,Payroll,Contractor Fees,-7161.85,Internal Payroll Processing,Cleared,,Contract negotiation retainer fee,VALID
TXN-100267,2021-09-25,Payroll,Contractor Fees,-16681.14,Internal Payroll Processing,PENDING,ACH Transfer,New employee onboarding equipment,VALID
TXN-100268,26/09/2021,Legal,IP Filing Fees,-2056.07,IP Protection Bureau,Cleared,Wire Transfer,Annual team offsite travel reimbursement,VALID
TXN-100269,27/09/2021,Opex,Office Supplies,$-384.68,Ironclad Legal,Processing,ACH Transfer,Contract negotiation retainer fee,VALID
txn_100270,09/28/2021,Opex,Cloud Infrastructure,"$-1,482.83",OpenAI API,Processing,Check,Quarterly marketing spend optimization,VALID
TXN-100271,2021-09-29,Legal,IP Filing Fees,-19713.05,Preston & Gates LLP,settled,ACH Transfer,Q1 infrastructure compute charge,VALID
TXN-100272,2021-09-30,Payroll ,Health Insurance Premiums,"$-17,530.24",Internal Payroll Processing,Failed,PayPal,Q1 infrastructure compute charge,ERR_$$__CRITICAL!
TXN-100273,2021-10-01,Legal,IP Filing Fees,"$-7,068.73",Preston & Gates LLP,Cleared,Check,Bi-weekly company payroll run,VALID
TXN-100274,2021-10-02,Payroll ,Health Insurance Premiums,-14486.3,Internal Payroll Processing,Failed,ACH Transfer,Monthly recurring revenue billing,VALID
TXN-100275,2021-10-03,Payroll ,Bonuses & Incentives,"$-12,045.43",Internal Payroll Processing,Failed,Check,Q1 infrastructure compute charge,VALID
TXN-100276,2021-10-04,Payroll,Full-Time Salaries,"$-13,326.22",Internal Payroll Processing,Failed,Check,Monthly recurring revenue billing,VALID
TXN-100277,10/05/2021,Opex,Office Supplies,$-605.03,Deel Payroll,Reversed,ACH Transfer,Bi-weekly company payroll run,VALID
TXN-100278,2021-10-06,Legal,Retainer Fees,$-932.82,IP Protection Bureau,Settled,Check,New employee onboarding equipment,VALID
TXN-100279,2021-10-07,Opex ,Marketing Campaigns,-886.98,Deel Payroll,Failed,,Patent filing expense itemized,VALID
TXN-100280,2021-10-08,Revenue,SaaS Subscriptions,$508.53,Vehement Capital Inc.,Settled,Check,Quarterly marketing spend optimization,VALID
TXN-100281,2021-10-09,Revenue ,SaaS Subscriptions,$228.39,Initech Inc.,Reversed,PayPal,Annual team offsite travel reimbursement,VALID
TXN-100282,10/10/2021,Opex,Office Supplies,"$-4,951.07",Slack Technologies,PENDING,Check,Monthly recurring revenue billing,VALID
TXN-100283,2021-10-11,Payroll,Full-Time Salaries,-14557.3,Internal Payroll Processing,settled,Credit Card,Q1 infrastructure compute charge,VALID
TXN-100284,2021-10-12,Legal,Regulatory Compliance,"$-2,995.86",Preston & Gates LLP,PENDING,Check,Quarterly marketing spend optimization,VALID
TXN-100285,2021-10-13,Payroll,Full-Time Salaries,-14597.27,Internal Payroll Processing,Cleared,Credit Card,Monthly recurring revenue billing,VALID
TXN-100286,14/10/2021,Opex,Cloud Infrastructure,-808.79,Deel Payroll,PENDING,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-100287,NULL,Opex,Office Supplies,$-305.46,Slack Technologies,PENDING,,Patent filing expense itemized,VALID
TXN-100288,16/10/2021, Revenue,Ad-hoc Consulting,$950.60,Wayne Enterprises Inc.,Failed,,Bi-weekly company payroll run,VALID
TXN-100289,2021-10-17,Revenue ,SaaS Subscriptions,"$1,540.03",Umbrella Corp Inc.,PENDING,,Patent filing expense itemized,VALID
TXN-100290,2021-10-18,Legal,Retainer Fees,"$-10,566.61",IP Protection Bureau,Reversed,ACH Transfer,Quarterly marketing spend optimization,VALID
TXN-100291,2021-10-19,Payroll ,Health Insurance Premiums,-13214.95,Internal Payroll Processing,Failed,,Patent filing expense itemized,VALID
TXN-100292,10/20/2021, Payroll,Contractor Fees,-8217.35,Internal Payroll Processing,PENDING,Wire Transfer,Quarterly marketing spend optimization,VALID
   ,2021-10-21,Revenue,Ad-hoc Consulting,"$15,590.52",Hooli Inc.,Failed,,Bi-weekly company payroll run,VALID
TXN-100294,22/10/2021,Legal,Regulatory Compliance,-4527.21,Preston & Gates LLP,Cleared,,Annual team offsite travel reimbursement,VALID
TXN-100295,2021-10-23,Opex,Office Supplies,-2028.53,Slack Technologies,Processing,ACH Transfer,Patent filing expense itemized,VALID
TXN-100296,24/10/2021,Revenue,Ad-hoc Consulting,"$4,141.15",Stark Industries Inc.,Cleared,Credit Card,New employee onboarding equipment,VALID
   ,10/25/2021,Legal,Contract Drafting,$-479.70,IP Protection Bureau,PENDING,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100298,10/26/2021,Payroll,Contractor Fees,"$-17,531.15",Internal Payroll Processing,Cleared,PayPal,Q1 infrastructure compute charge,VALID
TXN-100299,2021-10-27,Legal,Retainer Fees,-870.67,IP Protection Bureau,Failed,PayPal,Monthly recurring revenue billing,VALID
TXN-100300,2021-10-28,Revenue,Professional Services,7190.91,Acme Corp Inc.,Failed,Wire Transfer,Monthly recurring revenue billing,VALID
TXN-100301,2021-10-29,Payroll,Bonuses & Incentives,-8160.24,Internal Payroll Processing,Cleared,Check,Bi-weekly company payroll run,VALID
TXN-100302,2021-10-30,Opex ,Marketing Campaigns,$-41.75,Deel Payroll,settled,PayPal,Patent filing expense itemized,VALID
TXN-100303,10/31/2021,Revenue ,SaaS Subscriptions,$716.90,Umbrella Corp Inc.,Cleared,,New employee onboarding equipment,VALID
TXN-100304,2021-11-01,Revenue ,Enterprise License,335.47,Initech Inc.,Reversed,,Q1 infrastructure compute charge,VALID
TXN-100305,2021-11-02,Payroll,Full-Time Salaries,-11287.82,Internal Payroll Processing,Failed,,Bi-weekly company payroll run,VALID
TXN-100306,11/03/2021,Opex,Cloud Infrastructure,$-174.44,AWS Cloud Services,settled,PayPal,Q1 infrastructure compute charge,VALID
   ,11/04/2021,Opex ,Cloud Infrastructure,-1034.78,OpenAI API,Failed,Check,Patent filing expense itemized,VALID
TXN-100308,11/05/2021,Opex,Cloud Infrastructure,$-982.18,Deel Payroll,Settled,Credit Card,Monthly recurring revenue billing,VALID
TXN-100309,2021-11-06,Opex,Office Supplies,-305.29,Deel Payroll,Processing,Check,Q1 infrastructure compute charge,VALID
TXN-100310,2021-11-07,Payroll,Bonuses & Incentives,-17616.02,Internal Payroll Processing,PENDING,,New employee onboarding equipment,VALID
TXN-100311,08/11/2021,Opex,Cloud Infrastructure,-873.35,OpenAI API,settled,,Monthly recurring revenue billing,VALID
TXN-100312,2021-11-09,Opex ,Software Licenses,$-782.50,Slack Technologies,PENDING,Wire Transfer,,VALID
TXN-100313,2021-11-10,Revenue,Ad-hoc Consulting,"$4,883.61",Vehement Capital Inc.,Settled,,Monthly recurring revenue billing,VALID
TXN-100314,2021-11-11,Legal ,Retainer Fees,"$-1,164.39",Kramer Legal Group,Reversed,,Bi-weekly company payroll run,VALID
   ,2021-11-12,Opex,Cloud Infrastructure,-724.08,AWS Cloud Services,Settled,Check,Monthly recurring revenue billing,VALID
TXN-100316,2021-11-13,Revenue,SaaS Subscriptions,5015.62,Hooli Inc.,Failed,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100317,2021-11-14,Legal,Regulatory Compliance,-2060.58,IP Protection Bureau,settled,,Q1 infrastructure compute charge,VALID
TXN-100318,2021-11-15,Payroll,Health Insurance Premiums,-15489.49,Internal Payroll Processing,Cleared,Check,Monthly recurring revenue billing,VALID
TXN-100319,2021-11-16,Legal,IP Filing Fees,-1826.64,Preston & Gates LLP,PENDING,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100320,2021-11-17,Legal,IP Filing Fees,-677.56,Kramer Legal Group,Processing,ACH Transfer,New employee onboarding equipment,VALID
TXN-100321,2021-11-18,Revenue,Ad-hoc Consulting,$465.91,Umbrella Corp Inc.,Settled,Check,New employee onboarding equipment,VALID
TXN-100322,11/19/2021,Payroll,Bonuses & Incentives,"$-13,386.31",Internal Payroll Processing,Failed,Check,Contract negotiation retainer fee,VALID
TXN-100323,2021-11-20,Opex,Software Licenses,-1562.59,Slack Technologies,Cleared,Credit Card,Bi-weekly company payroll run,VALID
TXN-100324,11/21/2021,Payroll ,Health Insurance Premiums,-12209.41,Internal Payroll Processing,PENDING,ACH Transfer,Contract negotiation retainer fee,VALID
TXN-100325,2021-11-22,Legal,Retainer Fees,-1229.9,Kramer Legal Group,Settled,Check,Q1 infrastructure compute charge,VALID
TXN-100326,NULL,Revenue,Professional Services,"$14,186.28",Stark Industries Inc.,Cleared,PayPal,Patent filing expense itemized,VALID
TXN-100327,2021-11-24,Legal,IP Filing Fees,$-271.14,IP Protection Bureau,Reversed,,Bi-weekly company payroll run,VALID
TXN-100328,NULL,Revenue,Ad-hoc Consulting,5254.14,Stark Industries Inc.,Reversed,Check,Bi-weekly company payroll run,VALID
TXN-100329,2021-11-26,Payroll,Contractor Fees,"$-15,841.62",Internal Payroll Processing,Cleared,,New employee onboarding equipment,VALID
TXN-100330,2021-11-27,Legal,IP Filing Fees,-15260.66,Kramer Legal Group,PENDING,Credit Card,Annual team offsite travel reimbursement,VALID
TXN-100331,28/11/2021,Payroll,Full-Time Salaries,"$-6,143.74",Internal Payroll Processing,Settled,,Contract negotiation retainer fee,VALID
TXN-100332,2021-11-29,Opex,Marketing Campaigns,-4277.19,Slack Technologies,PENDING,Wire Transfer,Bi-weekly company payroll run,VALID
TXN-100333,2021-11-30,Payroll,Contractor Fees,-13317.98,Internal Payroll Processing,Settled,,Monthly recurring revenue billing,VALID
